iteration,storage,timestep,charge,discharge
154,battery,2,3.93534837488008e-12,9.99999999999571
155,battery,1,4.000000001037758,4.0000000010367165
155,battery,2,3.999999999979675,3.9999999999796803
156,battery,1,9.999999999999991,8.454584979249733e-15
156,battery,2,2.363714330615655e-13,9.99999999999974
157,battery,1,4.000000001039554,4.000000001038451
157,battery,2,3.9999999999723994,3.999999999972406
158,battery,1,9.999999999999922,7.735171328428238e-14
158,battery,2,1.8049487503493594e-12,9.999999999998044
159,battery,1,4.000000001042052,4.000000001040889
159,battery,2,3.999999999963657,3.9999999999636646
160,battery,1,9.999999999999993,6.853405146118045e-15
160,battery,2,4.698047078940493e-13,9.999999999999382
161,battery,1,4.000000002026774,4.000000002025411
161,battery,2,4.000000000036033,4.000000000034517
162,battery,1,9.999999999999998,1.7081128465803167e-15
162,battery,2,2.1004097978451123e-12,9.999999999997877
163,battery,1,4.0000000018662165,4.000000001864946
163,battery,2,4.000000000041786,4.000000000040629
164,battery,1,9.999999999999998,1.5195989606834556e-15
164,battery,2,1.7495188267649156e-12,9.999999999998227
165,battery,1,4.000000001805601,4.000000001804337
165,battery,2,4.000000000043511,4.000000000042693
166,battery,1,9.999999999999998,1.8317695992089558e-15
166,battery,2,1.8977989988458153e-12,9.99999999999806
167,battery,1,4.000000001730712,4.000000001729458
167,battery,2,4.000000000048774,4.000000000048214
168,battery,1,9.999999999999998,2.2752917252328864e-15
168,battery,2,2.1561187331923354e-12,9.999999999997776
169,battery,1,4.000000001641122,4.00000000163991
169,battery,2,4.000000000051515,4.00000000005114
170,battery,1,9.999999999999996,2.809179339220254e-15
170,battery,2,2.4176029807190102e-12,9.999999999997492
171,battery,1,4.000000001613756,4.000000001612523
171,battery,2,4.000000000055796,4.000000000055544
172,battery,1,9.999999999999996,3.3704151403767222e-15
172,battery,2,2.6250276004185344e-12,9.999999999997273
173,battery,1,4.000000001604242,4.000000001602978
173,battery,2,4.000000000060211,4.000000000060055
174,battery,1,9.999999999999996,2.736281579278186e-15
174,battery,2,2.0314691110227664e-12,9.999999999997913
175,battery,1,4.000000001606353,4.000000001605062
175,battery,2,4.000000000057293,4.000000000057208
176,battery,1,9.999999999999998,2.489940785983351e-15
176,battery,2,1.7350978515411773e-12,9.999999999998233
177,battery,1,4.000000001647735,4.000000001646392
177,battery,2,4.000000000060441,4.0000000000604015
178,battery,1,9.999999999999998,2.5441686513775846e-15
178,battery,2,1.6309609224282469e-12,9.999999999998352
179,battery,1,4.000000001703778,4.000000001702376
179,battery,2,4.000000000055567,4.000000000055561
180,battery,1,9.999999999999996,2.8344176368392857e-15
180,battery,2,1.6413909961789833e-12,9.99999999999835
181,battery,1,4.00000000178486,4.0000000017833885
181,battery,2,4.0000000000495595,4.000000000049576
182,battery,1,9.999999999999996,3.324207194916762e-15
182,battery,2,1.7212198832253892e-12,9.999999999998279
183,battery,1,4.00000000188385,4.000000001882299
183,battery,2,4.000000000041695,4.0000000000417275
184,battery,1,9.999999999999996,3.999926447994546e-15
184,battery,2,1.844061537114947e-12,9.999999999998165
185,battery,1,4.0000000019995445,4.000000001997901
185,battery,2,4.0000000000319105,4.000000000031955
186,battery,1,9.999999999999995,4.8629662877381134e-15
186,battery,2,1.9915077247882496e-12,9.999999999998025
187,battery,1,4.000000001925844,4.000000001924287
187,battery,2,4.00000000002272,4.000000000022764
188,battery,1,9.999999999999995,6.048255002609983e-15
188,battery,2,2.180405122595334e-12,9.999999999997844
189,battery,1,4.000000001726308,4.000000001724936
189,battery,2,4.000000000016303,4.000000000016342
190,battery,1,9.999999999999993,7.690094277320163e-15
190,battery,2,2.393536017288802e-12,9.99999999999764
191,battery,1,4.00000000155881,4.00000000155758
191,battery,2,4.000000000011296,4.000000000011327
192,battery,1,9.99999999999998,1.9706033936191547e-14
192,battery,2,2.637813639673141e-12,9.99999999999719
193,battery,1,4.000000001433158,4.000000001432026
193,battery,2,4.000000000008563,4.000000000008587
194,battery,1,9.999999999999948,5.139837990256321e-14
194,battery,2,4.997592000284952e-12,9.999999999994689
195,battery,1,4.000000001324536,4.000000001323479
195,battery,2,4.000000000005936,4.000000000005956
196,battery,1,9.999999999999876,1.2318377803114726e-13
196,battery,2,9.199998767819692e-12,9.99999999999024
197,battery,1,4.000000001239953,4.000000001238945
197,battery,2,4.000000000003253,4.00000000000327
198,battery,1,9.99999999999973,2.6834911196875704e-13
198,battery,2,1.6258296004584858e-11,9.999999999982776
199,battery,1,4.0000000011787264,4.000000001177751
199,battery,2,4.000000000000662,4.000000000000674
200,battery,1,10.0,5.249187792242485e-16
200,battery,2,2.7045673805913388e-14,9.999999999999972
201,battery,1,4.000000001112506,4.000000001111553
201,battery,2,3.999999999998327,3.999999999998336
202,battery,1,9.999999999999998,9.423023637785703e-16
202,battery,2,4.2395607981369387e-14,9.999999999999956
203,battery,1,4.000000001073903,4.000000001072964
203,battery,2,3.9999999999953375,3.9999999999953437
204,battery,1,9.999999999999995,5.060846958277221e-15
204,battery,2,1.5826983396453252e-13,9.999999999999826
205,battery,1,4.000000001048035,4.0000000010470895
205,battery,2,3.9999999999920566,3.9999999999920597
206,battery,1,9.999999999999966,3.301553712072319e-14
206,battery,2,9.661727461996674e-13,9.999999999998945
207,battery,1,4.000000001033512,4.000000001032522
207,battery,2,3.9999999999865814,3.9999999999865854
208,battery,1,9.99999999999986,1.3910730151011904e-13
208,battery,2,3.9419249780256185e-12,9.999999999995703
209,battery,1,4.000000001032866,4.000000001031824
209,battery,2,3.999999999979594,3.9999999999796
210,battery,1,9.999999999999991,8.49253861802623e-15
210,battery,2,2.373990683953207e-13,9.999999999999739
211,battery,1,4.000000001045557,4.000000001044454
211,battery,2,3.9999999999725464,3.999999999972553
212,battery,1,9.999999999999895,1.0454347757731209e-13
212,battery,2,2.439577105287272e-12,9.999999999997355
213,battery,1,4.000000001043947,4.000000001042784
213,battery,2,3.99999999996466,3.999999999964667
214,battery,1,9.999999999999993,6.815529502328329e-15
214,battery,2,4.672882382357044e-13,9.999999999999385
215,battery,1,4.000000002023109,4.000000002021745
215,battery,2,4.000000000035694,4.000000000034179
216,battery,1,9.999999999999998,1.7081605243709422e-15
216,battery,2,2.1004616595362788e-12,9.999999999997877
217,battery,1,4.000000001869045,4.000000001867775
217,battery,2,4.0000000000415925,4.000000000040435
218,battery,1,9.999999999999998,1.5196083312901747e-15
218,battery,2,1.7495235694382517e-12,9.999999999998227
219,battery,1,4.000000001809032,4.000000001807767
219,battery,2,4.0000000000434754,4.000000000042657
220,battery,1,9.999999999999998,1.8317719085857505e-15
220,battery,2,1.8977958890181162e-12,9.99999999999806
221,battery,1,4.000000001734043,4.00000000173279
221,battery,2,4.000000000049029,4.00000000004847
222,battery,1,9.999999999999998,2.275294246129215e-15
