iteration,dual,timestep,line,value
189,lambda,1,,-48.3241989673021
189,lambda,2,,-29.075708240818983
190,lambda,1,,29.884776101148695
190,lambda,2,,-32.3994901747883
191,lambda,1,,-48.32419896635421
191,lambda,2,,-29.068735068056014
192,lambda,1,,29.884776101661906
192,lambda,2,,-32.3879151776236
193,lambda,1,,-48.32419896581769
193,lambda,2,,-29.0532601316105
194,lambda,1,,29.88477610193774
194,lambda,2,,-32.36916422698164
195,lambda,1,,-48.32419896552016
195,lambda,2,,-29.031803291919175
196,lambda,1,,29.88477610207466
196,lambda,2,,-32.345516928895734
197,lambda,1,,-48.32419896536229
197,lambda,2,,-29.006419106442934
198,lambda,1,,29.88477610212862
198,lambda,2,,-32.31878460342648
199,lambda,1,,-48.324198965286605
199,lambda,2,,-28.97866622056489
200,lambda,1,,29.884776102132484
200,lambda,2,,-32.290285682279944
201,lambda,1,,-48.32419896525828
201,lambda,2,,-28.949652058074264
202,lambda,1,,29.884776102110727
202,lambda,2,,-32.260951556872726
203,lambda,1,,-48.324198965257956
203,lambda,2,,-28.920163950239385
204,lambda,1,,29.884776102043922
204,lambda,2,,-32.23145055825512
205,lambda,1,,-48.32419896528699
205,lambda,2,,-28.89076947268137
206,lambda,1,,29.88477610195475
206,lambda,2,,-32.202262929250935
207,lambda,1,,-48.32419896533495
207,lambda,2,,-28.861872264801775
208,lambda,1,,29.884776102226816
208,lambda,2,,-32.173725149966685
209,lambda,1,,-48.32419896522649
209,lambda,2,,-28.83375037985894
210,lambda,1,,29.884776102337177
210,lambda,2,,-32.14606490995425
211,lambda,1,,-48.324198965148135
211,lambda,2,,-28.806588405408263
212,lambda,1,,29.88477610238808
212,lambda,2,,-32.11943008596961
213,lambda,1,,-48.32419896510178
213,lambda,2,,-28.78050281858458
214,lambda,1,,29.884776102415394
214,lambda,2,,-32.19333316104678
215,lambda,1,,-48.324198965075176
215,lambda,2,,-25.462126590349328
216,lambda,1,,29.884776102381174
216,lambda,2,,-29.622030241153084
217,lambda,1,,-48.32419896508066
217,lambda,2,,-24.33348625732998
218,lambda,1,,29.884776102380577
218,lambda,2,,-29.530530820257127
219,lambda,1,,-48.32419896508156
219,lambda,2,,-25.42389935811184
220,lambda,1,,29.884776099975632
220,lambda,2,,-30.309452087155222
221,lambda,1,,-48.32419896616599
221,lambda,2,,-26.466731944718248
222,lambda,1,,29.884776098996788
222,lambda,2,,-30.646092230291913
223,lambda,1,,-48.324198966900916
223,lambda,2,,-26.99661123579324
224,lambda,1,,29.884776098532775
224,lambda,2,,-30.73961978455486
225,lambda,1,,-48.32419896733564
225,lambda,2,,-27.39498580453852
226,lambda,1,,29.884776097935877
226,lambda,2,,-30.892523781591194
227,lambda,1,,-48.32419896774304
227,lambda,2,,-27.808000900598188
228,lambda,1,,29.884776097033175
228,lambda,2,,-31.403862286613844
229,lambda,1,,-48.32419896827303
229,lambda,2,,-28.314707902592886
230,lambda,1,,29.88477609576993
230,lambda,2,,-31.824731465554862
231,lambda,1,,-48.324198968997415
231,lambda,2,,-28.631637671689987
232,lambda,1,,29.884776093872553
232,lambda,2,,-32.05379748792791
233,lambda,1,,-48.32419897006313
233,lambda,2,,-28.801553191829726
234,lambda,1,,29.884776090858757
234,lambda,2,,-32.188661527610066
235,lambda,1,,-48.32419897172951
235,lambda,2,,-28.915301042824296
236,lambda,1,,29.884776083813456
236,lambda,2,,-32.28640576028755
237,lambda,1,,-48.32419897538558
237,lambda,2,,-28.997474330678813
238,lambda,1,,29.88477609422042
238,lambda,2,,-32.35238441769917
239,lambda,1,,-48.32419897172853
239,lambda,2,,-29.047491715286355
240,lambda,1,,29.884776098383945
240,lambda,2,,-32.38788588515331
241,lambda,1,,-48.32419896895512
241,lambda,2,,-29.07065987352297
242,lambda,1,,29.884776100208292
242,lambda,2,,-32.40100796686846
243,lambda,1,,-48.32419896730212
243,lambda,2,,-29.07570466401762
244,lambda,1,,29.884776101148738
244,lambda,2,,-32.399487475727256
245,lambda,1,,-48.32419896635415
245,lambda,2,,-29.068733130315366
246,lambda,1,,29.88477610166199
246,lambda,2,,-32.387913897885085
247,lambda,1,,-48.32419896581769
247,lambda,2,,-29.053259415093407
248,lambda,1,,29.884776101937767
248,lambda,2,,-32.36916398737429
249,lambda,1,,-48.32419896552032
249,lambda,2,,-29.031803452617282
250,lambda,1,,29.88477610207459
250,lambda,2,,-32.34551742366267
251,lambda,1,,-48.32419896536246
251,lambda,2,,-29.006419878971087
252,lambda,1,,29.884776102128505
252,lambda,2,,-32.31878560610181
253,lambda,1,,-48.32419896528672
253,lambda,2,,-28.978667412972015
254,lambda,1,,29.884776102132427
254,lambda,2,,-32.29028702985261
255,lambda,1,,-48.32419896525844
255,lambda,2,,-28.949653531062324
256,lambda,1,,29.8847761021106
256,lambda,2,,-32.26095312961269
257,lambda,1,,-48.32419896525804
257,lambda,2,,-28.920165600630526
258,lambda,1,,29.88477610204381
258,lambda,2,,-32.23145226734033
259,lambda,1,,-48.32419896528713
259,lambda,2,,-28.890771224277557
260,lambda,1,,29.884776101954664
260,lambda,2,,-32.20226470959284
261,lambda,1,,-48.32419896533512
261,lambda,2,,-28.86187406223098
262,lambda,1,,29.884776102226787
262,lambda,2,,-32.173726954633196
263,lambda,1,,-48.32419896522651
263,lambda,2,,-28.833752183422575
264,lambda,1,,29.884776102337163
264,lambda,2,,-32.14606670536887
265,lambda,1,,-48.32419896514816
265,lambda,2,,-28.806590186897154
266,lambda,1,,29.88477610238808
266,lambda,2,,-32.119431847511464
267,lambda,1,,-48.32419896510181
267,lambda,2,,-28.78050455786172
268,lambda,1,,29.884776102415394
268,lambda,2,,-32.19332763593718
269,lambda,1,,-48.324198965075176
269,lambda,2,,-25.462128853775027
270,lambda,1,,29.884776102381203
270,lambda,2,,-29.622031134005766
271,lambda,1,,-48.32419896508063
271,lambda,2,,-24.333493921784594
272,lambda,1,,29.884776102380577
272,lambda,2,,-29.530534545389457
273,lambda,1,,-48.32419896508164
273,lambda,2,,-25.423906730924045
274,lambda,1,,29.884776099975603
274,lambda,2,,-30.30945458573251
275,lambda,1,,-48.324198966166044
275,lambda,2,,-26.466737335901144
276,lambda,1,,29.884776098996674
276,lambda,2,,-30.64609377582704
277,lambda,1,,-48.3241989669011
277,lambda,2,,-26.996615672796253
278,lambda,1,,29.884776098532704
278,lambda,2,,-30.739621202772895
279,lambda,1,,-48.32419896733568
279,lambda,2,,-27.394989802723586
280,lambda,1,,29.884776097935863
280,lambda,2,,-30.892528843030988
281,lambda,1,,-48.32419896774329
281,lambda,2,,-27.808006048147007
282,lambda,1,,29.884776097033118
282,lambda,2,,-31.40386668111492
283,lambda,1,,-48.32419896827323
283,lambda,2,,-28.314711319160978
284,lambda,1,,29.884776095769844
284,lambda,2,,-31.824734026941172
285,lambda,1,,-48.324198968997486
285,lambda,2,,-28.631639644840476
286,lambda,1,,29.884776093872482
286,lambda,2,,-32.053799108408526
287,lambda,1,,-48.32419897006307
287,lambda,2,,-28.801554601326103
288,lambda,1,,29.884776090858814
288,lambda,2,,-32.18866278099651
289,lambda,1,,-48.32419897172935
289,lambda,2,,-28.91530214633363
290,lambda,1,,29.8847760838135
290,lambda,2,,-32.28640670718167
291,lambda,1,,-48.32419897538545
291,lambda,2,,-28.997475121261658
292,lambda,1,,29.884776094220435
292,lambda,2,,-32.35238506400586
293,lambda,1,,-48.32419897172854
293,lambda,2,,-29.047492237101693
294,lambda,1,,29.88477609838396
294,lambda,2,,-32.387886303947454
295,lambda,1,,-48.324198968955066
295,lambda,2,,-29.070660208135706
296,lambda,1,,29.884776100208263
296,lambda,2,,-32.40100823191139
297,lambda,1,,-48.32419896730203
297,lambda,2,,-29.075704870273483
298,lambda,1,,29.884776101148738
298,lambda,2,,-32.399487631368316
299,lambda,1,,-48.324198966354196
299,lambda,2,,-29.06873324205489
300,lambda,1,,29.884776101661892
300,lambda,2,,-32.38791397168106
301,lambda,1,,-48.32419896581765
301,lambda,2,,-29.053259456411382
302,lambda,1,,29.88477610193781
302,lambda,2,,-32.36916400119131
303,lambda,1,,-48.32419896552016
303,lambda,2,,-29.031803443350753
304,lambda,1,,29.88477610207469
304,lambda,2,,-32.34551739513219
305,lambda,1,,-48.32419896536238
305,lambda,2,,-29.006419834423383
306,lambda,1,,29.884776102128562
306,lambda,2,,-32.31878554828282
307,lambda,1,,-48.324198965286776
307,lambda,2,,-28.97866734421197
308,lambda,1,,29.8847761021324
308,lambda,2,,-32.29028695214478
309,lambda,1,,-48.32419896525831
309,lambda,2,,-28.94965344612254
310,lambda,1,,29.8847761021107
310,lambda,2,,-32.260953038922
311,lambda,1,,-48.324198965258
311,lambda,2,,-28.920165505461426
312,lambda,1,,29.884776102043908
312,lambda,2,,-32.231452168787285
313,lambda,1,,-48.32419896528699
313,lambda,2,,-28.890771123272174
314,lambda,1,,29.88477610195475
314,lambda,2,,-32.20226460694468
315,lambda,1,,-48.324198965334936
315,lambda,2,,-28.861873958589086
316,lambda,1,,29.88477610222683
316,lambda,2,,-32.173726850549116
317,lambda,1,,-48.32419896522649
317,lambda,2,,-28.83375207940591
318,lambda,1,,29.884776102337234
318,lambda,2,,-32.14606660184515
319,lambda,1,,-48.32419896514809
319,lambda,2,,-28.806590084175667
320,lambda,1,,29.884776102388123
320,lambda,2,,-32.11943174626535
321,lambda,1,,-48.324198965101694
321,lambda,2,,-28.78050445775702
322,lambda,1,,29.88477610241545
322,lambda,2,,-32.193327954575494
323,lambda,1,,-48.32419896507515
323,lambda,2,,-25.462128723171617
324,lambda,1,,29.884776102381203
