iteration,dual,timestep,line,value
388,lambda,2,,-30.001498543694588
389,lambda,1,,-30.00017598396813
389,lambda,2,,-30.001474408718654
390,lambda,1,,-30.000173346603294
390,lambda,2,,-30.00145066254853
391,lambda,1,,-30.00017050203844
391,lambda,2,,-30.00142729817352
392,lambda,1,,-30.00016804380666
392,lambda,2,,-30.001404310086105
393,lambda,1,,-30.000165544268555
393,lambda,2,,-30.001381692389828
394,lambda,1,,-30.000163231746463
394,lambda,2,,-30.001359439201053
395,lambda,1,,-30.000160887336705
395,lambda,2,,-30.001337544612987
396,lambda,1,,-30.000158602294157
396,lambda,2,,-30.00131600276829
397,lambda,1,,-30.00015627788932
397,lambda,2,,-30.001294807900624
398,lambda,1,,-30.000153966293286
398,lambda,2,,-30.00127395436294
399,lambda,1,,-30.00015163695677
399,lambda,2,,-30.001253436629415
400,lambda,1,,-30.00014932961254
400,lambda,2,,-30.001233249291303
401,lambda,1,,-30.000147041126034
401,lambda,2,,-30.001213387043478
402,lambda,1,,-30.000144796761955
402,lambda,2,,-30.001193844671125
403,lambda,1,,-30.0001425961815
403,lambda,2,,-30.00117461704087
404,lambda,1,,-30.000140447984634
404,lambda,2,,-30.001155699092745
405,lambda,1,,-30.000138346526974
405,lambda,2,,-30.001137085843954
406,lambda,1,,-30.000136289321446
406,lambda,2,,-30.0011187723849
407,lambda,1,,-30.00013426813211
407,lambda,2,,-30.00110075388603
408,lambda,1,,-30.00013227796026
408,lambda,2,,-30.00108302559258
409,lambda,1,,-30.00013031355792
409,lambda,2,,-30.00106558282902
410,lambda,1,,-30.000128372446458
410,lambda,2,,-30.0010484209906
411,lambda,1,,-30.000126449328715
411,lambda,2,,-30.001031535554063
412,lambda,1,,-30.00012454949156
412,lambda,2,,-30.001014922069594
413,lambda,1,,-30.0001226738137
413,lambda,2,,-30.000998576160878
414,lambda,1,,-30.0001208261572
414,lambda,2,,-30.00098249351817
415,lambda,1,,-30.000119008373073
415,lambda,2,,-30.00096666990417
416,lambda,1,,-30.000117221366995
416,lambda,2,,-30.00095110114764
417,lambda,1,,-30.000115464441986
417,lambda,2,,-30.00093578314255
418,lambda,1,,-30.000113737558287
418,lambda,2,,-30.000920711849343
419,lambda,1,,-30.00011203805757
419,lambda,2,,-30.00090588329525
420,lambda,1,,-30.000110364971288
420,lambda,2,,-30.00089129356953
421,lambda,1,,-30.0001087163274
421,lambda,2,,-30.00087693882618
422,lambda,1,,-30.000107091237986
422,lambda,2,,-30.000862815280524
423,lambda,1,,-30.000105489066474
423,lambda,2,,-30.000848919209474
424,lambda,1,,-30.000103909438373
424,lambda,2,,-30.00083524695103
425,lambda,1,,-30.000102352690384
425,lambda,2,,-30.000821794907687
426,lambda,1,,-30.00010081857441
426,lambda,2,,-30.000808559571123
427,lambda,1,,-30.000099307865984
427,lambda,2,,-30.000795537490454
428,lambda,1,,-30.000097819601386
428,lambda,2,,-30.000782725257363
429,lambda,1,,-30.000096354954895
429,lambda,2,,-30.000770119506843
430,lambda,1,,-30.00009491181714
430,lambda,2,,-30.000757716922386
431,lambda,1,,-30.000093491023094
431,lambda,2,,-30.000745514235884
432,lambda,1,,-30.00009209159007
432,lambda,2,,-30.00073350823359
433,lambda,1,,-30.00009071303367
433,lambda,2,,-30.00072169575841
434,lambda,1,,-30.000089355216296
434,lambda,2,,-30.000710073706934
435,lambda,1,,-30.000088017531414
435,lambda,2,,-30.000698639027146
436,lambda,1,,-30.00008670031116
436,lambda,2,,-30.000687387224687
437,lambda,1,,-30.000085402751665
437,lambda,2,,-30.000676315371074
438,lambda,1,,-30.000084124630597
438,lambda,2,,-30.000665420977146
439,lambda,1,,-30.000082866503504
439,lambda,2,,-30.000654701766873
440,lambda,1,,-30.000081628377394
440,lambda,2,,-30.00064415539655
441,lambda,1,,-30.000080408927552
441,lambda,2,,-30.000633779349325
442,lambda,1,,-30.000079208258597
442,lambda,2,,-30.000623570939073
443,lambda,1,,-30.000078025270614
443,lambda,2,,-30.000613527378782
444,lambda,1,,-30.00007685992083
444,lambda,2,,-30.000603645860775
445,lambda,1,,-30.00007571285184
445,lambda,2,,-30.00059392363416
446,lambda,1,,-30.000074581626045
446,lambda,2,,-30.000584358024714
447,lambda,1,,-30.000073468168917
447,lambda,2,,-30.000574946456034
448,lambda,1,,-30.000072370262785
448,lambda,2,,-30.00056568643009
449,lambda,1,,-30.000071289471087
449,lambda,2,,-30.00055657552361
450,lambda,1,,-30.000070225029667
450,lambda,2,,-30.00054761135511
451,lambda,1,,-30.000069177092062
451,lambda,2,,-30.00053879158225
452,lambda,1,,-30.000068145702013
452,lambda,2,,-30.000530113888892
453,lambda,1,,-30.000067138491758
453,lambda,2,,-30.000521576001287
454,lambda,1,,-30.000066138100454
454,lambda,2,,-30.000513175668058
455,lambda,1,,-30.000065161146573
455,lambda,2,,-30.000504910693937
456,lambda,1,,-30.00006418677127
456,lambda,2,,-30.000496778853606
457,lambda,1,,-30.0000632297528
457,lambda,2,,-30.0004887779814
458,lambda,1,,-30.000062294866353
458,lambda,2,,-30.000480905987263
459,lambda,1,,-30.000061370589037
459,lambda,2,,-30.000473160780597
460,lambda,1,,-30.00006046400901
460,lambda,2,,-30.00046554031743
461,lambda,1,,-30.000059569488457
461,lambda,2,,-30.000458042594982
462,lambda,1,,-30.000058690693002
462,lambda,2,,-30.000450665637832
463,lambda,1,,-30.000057824515892
463,lambda,2,,-30.0004434075076
464,lambda,1,,-30.000056958393742
464,lambda,2,,-30.000436266167092
465,lambda,1,,-30.000056121374932
465,lambda,2,,-30.000429239860498
466,lambda,1,,-30.00005529405654
466,lambda,2,,-30.00042232677133
467,lambda,1,,-30.00005448742527
467,lambda,2,,-30.00041552509043
468,lambda,1,,-30.000053691268853
468,lambda,2,,-30.00040883301137
469,lambda,1,,-30.000052909867712
469,lambda,2,,-30.000402248753545
470,lambda,1,,-30.000052138454077
470,lambda,2,,-30.000395770563255
471,lambda,1,,-30.000051378952918
471,lambda,2,,-30.000389396722543
472,lambda,1,,-30.000050629629328
472,lambda,2,,-30.00038312554538
473,lambda,1,,-30.000049891457454
473,lambda,2,,-30.000376955378503
474,lambda,1,,-30.00004914111086
474,lambda,2,,-30.00037088460348
475,lambda,1,,-30.000048426176427
475,lambda,2,,-30.000364911619275
476,lambda,1,,-30.000047719471436
476,lambda,2,,-30.00035903486144
477,lambda,1,,-30.00004703653502
477,lambda,2,,-30.000353252777124
478,lambda,1,,-30.00004636401171
478,lambda,2,,-30.00034756385366
479,lambda,1,,-30.00004440692781
479,lambda,2,,-30.000341966587545
480,lambda,1,,-30.00004370242484
480,lambda,2,,-30.000336459377845
481,lambda,1,,-30.000042694618017
481,lambda,2,,-30.000331040804078
482,lambda,1,,-30.000042392378266
482,lambda,2,,-30.000325709469394
483,lambda,1,,-30.000041381624996
483,lambda,2,,-30.00032045770928
484,lambda,1,,-30.000041315561234
484,lambda,2,,-30.00031529087886
485,lambda,1,,-30.00004090856529
485,lambda,2,,-30.000310209287647
486,lambda,1,,-30.000040820044806
486,lambda,2,,-30.000305212252943
487,lambda,1,,-30.000040436627483
487,lambda,2,,-30.000300297852085
488,lambda,1,,-30.000040066149545
488,lambda,2,,-30.000295463771046
489,lambda,1,,-30.000039467056144
489,lambda,2,,-30.000290707773217
490,lambda,1,,-30.000038827723802
490,lambda,2,,-30.00028602797148
491,lambda,1,,-30.000038087944894
491,lambda,2,,-30.000281422887202
492,lambda,1,,-30.000037368002285
492,lambda,2,,-30.0002768913546
493,lambda,1,,-30.000036661419546
493,lambda,2,,-30.00027243239118
494,lambda,1,,-30.00003602445137
494,lambda,2,,-30.000268045077757
495,lambda,1,,-30.000035444943325
495,lambda,2,,-30.000263728446736
496,lambda,1,,-30.00003492904381
496,lambda,2,,-30.00025948148299
497,lambda,1,,-30.000034451511464
497,lambda,2,,-30.0002553031031
498,lambda,1,,-30.000034000752247
498,lambda,2,,-30.00025119220844
499,lambda,1,,-30.000033552437035
499,lambda,2,,-30.000247147683137
500,lambda,1,,-30.000033098418516
500,lambda,2,,-30.000243168421605
501,lambda,1,,-30.000032630000593
501,lambda,2,,-30.000239253354312
502,lambda,1,,-30.000032148260086
502,lambda,2,,-30.000235401449892
503,lambda,1,,-30.000031658475557
503,lambda,2,,-30.000231611701906
504,lambda,1,,-30.00003116575145
504,lambda,2,,-30.00022788312466
505,lambda,1,,-30.000030678406315
505,lambda,2,,-30.000224214755065
506,lambda,1,,-30.00003018342949
506,lambda,2,,-30.00022060563075
507,lambda,1,,-30.000029703801395
507,lambda,2,,-30.000217054822976
508,lambda,1,,-30.0000292359595
508,lambda,2,,-30.000213561424687
509,lambda,1,,-30.000028788750758
509,lambda,2,,-30.000210124537364
510,lambda,1,,-30.000028358241906
510,lambda,2,,-30.000206743271757
511,lambda,1,,-30.000027942133123
511,lambda,2,,-30.000203416747116
512,lambda,1,,-30.00002753658487
512,lambda,2,,-30.000200144107716
513,lambda,1,,-30.000027137621235
513,lambda,2,,-30.00019692449654
514,lambda,1,,-30.000026742433516
514,lambda,2,,-30.000193757070146
515,lambda,1,,-30.00002634907191
515,lambda,2,,-30.000190641012924
516,lambda,1,,-30.00002595807672
516,lambda,2,,-30.000187575503016
517,lambda,1,,-30.000025571269997
517,lambda,2,,-30.000184554090698
518,lambda,1,,-30.000025186297183
518,lambda,2,,-30.00018157634644
519,lambda,1,,-30.000024806439963
519,lambda,2,,-30.000178643370635
520,lambda,1,,-30.000024449964606
520,lambda,2,,-30.000175756834178
521,lambda,1,,-30.000024082249787
521,lambda,2,,-30.000172917848683
522,lambda,1,,-30.00002371093007
522,lambda,2,,-30.000170126631954
523,lambda,1,,-30.000023355353473
523,lambda,2,,-30.000167382592213
524,lambda,1,,-30.00002300315991
524,lambda,2,,-30.000164684543087
525,lambda,1,,-30.00002266350789
525,lambda,2,,-30.000162031111188
526,lambda,1,,-30.0000223295162
526,lambda,2,,-30.00015942096676
527,lambda,1,,-30.000022003890056
527,lambda,2,,-30.00015685299228
528,lambda,1,,-30.00002168249093
528,lambda,2,,-30.000154326296695
529,lambda,1,,-30.00002136103306
529,lambda,2,,-30.000151840131718
530,lambda,1,,-30.000021049201006
530,lambda,2,,-30.00014939394067
531,lambda,1,,-30.00002074002295
531,lambda,2,,-30.00014698717823
532,lambda,1,,-30.000020437598234
532,lambda,2,,-30.000144619315755
533,lambda,1,,-30.000020137561094
533,lambda,2,,-30.000142289750418
534,lambda,1,,-30.000019843580958
534,lambda,2,,-30.00013999783547
535,lambda,1,,-30.000019545637606
535,lambda,2,,-30.000137742981313
536,lambda,1,,-30.000019259781592
536,lambda,2,,-30.000135524518623
537,lambda,1,,-30.00001897568902
537,lambda,2,,-30.00013334184897
538,lambda,1,,-30.00001870125739
538,lambda,2,,-30.000131194328535
539,lambda,1,,-30.000018430261584
539,lambda,2,,-30.00012908141234
540,lambda,1,,-30.000018165610545
540,lambda,2,,-30.000127002542406
541,lambda,1,,-30.000017904178282
541,lambda,2,,-30.00012495716953
542,lambda,1,,-30.000017647617966
542,lambda,2,,-30.000122944748828
543,lambda,1,,-30.000017394340308
543,lambda,2,,-30.000120964762672
544,lambda,1,,-30.000017144617882
544,lambda,2,,-30.000119016785867
545,lambda,1,,-30.00001689828198
545,lambda,2,,-30.0001171001134
546,lambda,1,,-30.000016654835033
546,lambda,2,,-30.000115214344667
547,lambda,1,,-30.00001641523969
547,lambda,2,,-30.000113358962412
548,lambda,1,,-30.000016180460275
548,lambda,2,,-30.000111533458117
549,lambda,1,,-30.000015947292464
549,lambda,2,,-30.000109737350783
550,lambda,1,,-30.000015723046108
550,lambda,2,,-30.000107970396005
1,rho,1,1,0.0
1,rho,1,2,0.0
1,rho,1,3,0.0
1,rho,2,1,0.0
1,rho,2,2,0.0
1,rho,2,3,0.0
2,rho,1,1,0.0
2,rho,1,2,0.0
2,rho,1,3,-0.0
2,rho,2,1,0.0
2,rho,2,2,0.0
2,rho,2,3,-0.0
3,rho,1,1,-0.0
3,rho,1,2,0.0
3,rho,1,3,-0.0
3,rho,2,1,0.0
3,rho,2,2,-0.0
3,rho,2,3,0.0
4,rho,1,1,0.0
4,rho,1,2,0.0
4,rho,1,3,-0.0
4,rho,2,1,-0.0
4,rho,2,2,0.0
4,rho,2,3,-0.0
5,rho,1,1,0.0
5,rho,1,2,0.0
5,rho,1,3,-0.0
5,rho,2,1,-0.0
5,rho,2,2,0.0
5,rho,2,3,-0.0
6,rho,1,1,-0.0
6,rho,1,2,0.0
6,rho,1,3,-0.0
6,rho,2,1,-0.0
6,rho,2,2,0.0
6,rho,2,3,-0.0
7,rho,1,1,-0.0
7,rho,1,2,0.0
7,rho,1,3,-0.0
7,rho,2,1,-0.0
7,rho,2,2,0.0
7,rho,2,3,-0.0
8,rho,1,1,-0.0
8,rho,1,2,0.21351086419225496
8,rho,1,3,-0.0
8,rho,2,1,-0.0
8,rho,2,2,0.0
8,rho,2,3,-0.0
9,rho,1,1,-0.0
9,rho,1,2,0.6117157566241062
9,rho,1,3,-0.0
9,rho,2,1,0.0
9,rho,2,2,-0.0
9,rho,2,3,0.0
10,rho,1,1,-0.0
10,rho,1,2,1.2400422421687431
10,rho,1,3,-0.0
10,rho,2,1,0.0
10,rho,2,2,-0.0
10,rho,2,3,0.0
11,rho,1,1,-0.0
11,rho,1,2,1.8125251084081562
11,rho,1,3,-0.0
11,rho,2,1,0.0
11,rho,2,2,-0.0
11,rho,2,3,0.0
12,rho,1,1,-0.0
12,rho,1,2,2.3137493184157876
12,rho,1,3,-0.0
12,rho,2,1,0.0
12,rho,2,2,-0.0
12,rho,2,3,0.0
13,rho,1,1,-0.0
13,rho,1,2,2.7947857811829606
13,rho,1,3,-0.0
13,rho,2,1,-0.0
13,rho,2,2,0.0
13,rho,2,3,-0.0
14,rho,1,1,-0.0
14,rho,1,2,3.217231536085198
14,rho,1,3,-0.0
14,rho,2,1,-0.0
14,rho,2,2,0.0
14,rho,2,3,-0.0
15,rho,1,1,-0.0
15,rho,1,2,3.6238500247683247
15,rho,1,3,-0.0
15,rho,2,1,-0.0
15,rho,2,2,0.0
15,rho,2,3,-0.0
16,rho,1,1,-0.0
16,rho,1,2,4.001205546439261
16,rho,1,3,-0.0
16,rho,2,1,-0.0
16,rho,2,2,0.0
16,rho,2,3,-0.0
17,rho,1,1,-0.0
17,rho,1,2,4.369631072108588
17,rho,1,3,-0.0
17,rho,2,1,-0.0
17,rho,2,2,0.0
17,rho,2,3,-0.0
18,rho,1,1,-0.0
18,rho,1,2,4.724634524895957
18,rho,1,3,-0.0
18,rho,2,1,-0.0
18,rho,2,2,0.0
18,rho,2,3,-0.0
19,rho,1,1,-0.0
19,rho,1,2,5.076045491207043
19,rho,1,3,-0.0
19,rho,2,1,0.0
19,rho,2,2,-0.0
19,rho,2,3,0.0
20,rho,1,1,-0.0
20,rho,1,2,5.422672807099781
20,rho,1,3,-0.0
20,rho,2,1,0.0
20,rho,2,2,-0.0
20,rho,2,3,0.0
21,rho,1,1,-0.0
21,rho,1,2,5.769340108803362
21,rho,1,3,-0.0
21,rho,2,1,0.0
21,rho,2,2,-0.0
21,rho,2,3,0.0
22,rho,1,1,-0.0
22,rho,1,2,6.115937368639924
22,rho,1,3,-0.0
22,rho,2,1,0.0
22,rho,2,2,-0.0
22,rho,2,3,0.0
23,rho,1,1,-0.0
23,rho,1,2,6.46484431076084
23,rho,1,3,-0.0
23,rho,2,1,0.0
23,rho,2,2,-0.0
23,rho,2,3,0.0
24,rho,1,1,-0.0
24,rho,1,2,6.812489159899203
24,rho,1,3,-0.0
24,rho,2,1,0.0
24,rho,2,2,-0.0
24,rho,2,3,0.0
25,rho,1,1,-0.0
25,rho,1,2,7.155242646879152
25,rho,1,3,0.0
25,rho,2,1,0.0
25,rho,2,2,-0.0
25,rho,2,3,0.0
26,rho,1,1,-0.0
26,rho,1,2,7.489628520644529
26,rho,1,3,0.0
26,rho,2,1,0.0
26,rho,2,2,-0.0
26,rho,2,3,0.0
27,rho,1,1,-0.0
27,rho,1,2,7.8137054763905365
27,rho,1,3,0.0
27,rho,2,1,0.0
27,rho,2,2,-0.0
27,rho,2,3,0.0
28,rho,1,1,-0.0
28,rho,1,2,8.126832108056114
28,rho,1,3,0.0
28,rho,2,1,0.0
28,rho,2,2,-0.0
28,rho,2,3,0.0
29,rho,1,1,-0.0
29,rho,1,2,8.429798430109216
29,rho,1,3,0.0
29,rho,2,1,0.0
29,rho,2,2,-0.0
29,rho,2,3,0.0
30,rho,1,1,-0.0
30,rho,1,2,8.72418619077097
30,rho,1,3,0.0
30,rho,2,1,0.0
30,rho,2,2,-0.0
30,rho,2,3,0.0
31,rho,1,1,-0.0
31,rho,1,2,9.011983832576442
31,rho,1,3,0.0
31,rho,2,1,0.0
31,rho,2,2,-0.0
31,rho,2,3,0.0
32,rho,1,1,-0.0
32,rho,1,2,9.29501583150582
32,rho,1,3,0.0
32,rho,2,1,0.0
32,rho,2,2,-0.0
32,rho,2,3,0.0
33,rho,1,1,-0.0
33,rho,1,2,9.574671933977124
33,rho,1,3,0.0
33,rho,2,1,0.0
33,rho,2,2,-0.0
33,rho,2,3,0.0
34,rho,1,1,-0.0
34,rho,1,2,9.851711200879317
34,rho,1,3,0.0
34,rho,2,1,0.0
34,rho,2,2,-0.0
34,rho,2,3,0.0
35,rho,1,1,-0.0
35,rho,1,2,10.126307076190963
35,rho,1,3,0.0
35,rho,2,1,0.0
35,rho,2,2,-0.0
35,rho,2,3,0.0
36,rho,1,1,-0.0
36,rho,1,2,10.398168055964987
36,rho,1,3,0.0
36,rho,2,1,0.0
36,rho,2,2,-0.0
36,rho,2,3,0.0
37,rho,1,1,-0.0
37,rho,1,2,10.666752899203885
37,rho,1,3,0.0
37,rho,2,1,0.0
37,rho,2,2,-0.0
37,rho,2,3,0.0
38,rho,1,1,-0.0
38,rho,1,2,10.93146648948278
38,rho,1,3,0.0
38,rho,2,1,0.0
38,rho,2,2,-0.0
38,rho,2,3,0.0
39,rho,1,1,-0.0
39,rho,1,2,11.191827697665829
39,rho,1,3,0.0
39,rho,2,1,0.0
39,rho,2,2,-0.0
39,rho,2,3,0.0
40,rho,1,1,-0.0
40,rho,1,2,11.447560283613447
40,rho,1,3,0.0
40,rho,2,1,0.0
40,rho,2,2,-0.0
40,rho,2,3,0.0
41,rho,1,1,-0.0
41,rho,1,2,11.698619870239993
41,rho,1,3,0.0
41,rho,2,1,0.0
41,rho,2,2,-0.0
41,rho,2,3,0.0
42,rho,1,1,-0.0
42,rho,1,2,11.945158664159786
42,rho,1,3,0.0
42,rho,2,1,0.0
42,rho,2,2,-0.0
42,rho,2,3,0.0
43,rho,1,1,-0.0
43,rho,1,2,12.187457631475999
43,rho,1,3,0.0
43,rho,2,1,0.0
43,rho,2,2,-0.0
43,rho,2,3,0.0
44,rho,1,1,-0.0
44,rho,1,2,12.425845404223358
44,rho,1,3,0.0
44,rho,2,1,0.0
44,rho,2,2,-0.0
44,rho,2,3,0.0
45,rho,1,1,-0.0
45,rho,1,2,12.660627903757172
45,rho,1,3,0.0
45,rho,2,1,0.0
45,rho,2,2,-0.0
45,rho,2,3,0.0
46,rho,1,1,-0.0
46,rho,1,2,12.892039662304882
46,rho,1,3,0.0
46,rho,2,1,0.0
46,rho,2,2,-0.0
46,rho,2,3,0.0
47,rho,1,1,-0.0
47,rho,1,2,13.120223300345847
47,rho,1,3,0.0
47,rho,2,1,0.0
47,rho,2,2,-0.0
47,rho,2,3,0.0
48,rho,1,1,-0.0
48,rho,1,2,13.34523372616308
48,rho,1,3,0.0
48,rho,2,1,0.0
48,rho,2,2,-0.0
48,rho,2,3,0.0
49,rho,1,1,-0.0
49,rho,1,2,13.567060441205609
49,rho,1,3,0.0
49,rho,2,1,0.0
49,rho,2,2,-0.0
49,rho,2,3,0.0
50,rho,1,1,-0.0
50,rho,1,2,13.785658106228178
50,rho,1,3,0.0
50,rho,2,1,0.0
50,rho,2,2,-0.0
50,rho,2,3,0.0
51,rho,1,1,-0.0
51,rho,1,2,14.000976828530094
51,rho,1,3,0.0
51,rho,2,1,0.0
51,rho,2,2,-0.0
51,rho,2,3,0.0
52,rho,1,1,-0.0
52,rho,1,2,14.212985445136573
52,rho,1,3,0.0
52,rho,2,1,0.0
52,rho,2,2,-0.0
52,rho,2,3,0.0
53,rho,1,1,-0.0
53,rho,1,2,14.421684599567008
53,rho,1,3,0.0
53,rho,2,1,0.0
53,rho,2,2,-0.0
53,rho,2,3,0.0
54,rho,1,1,-0.0
54,rho,1,2,14.627109273910257
54,rho,1,3,0.0
54,rho,2,1,0.0
54,rho,2,2,-0.0
54,rho,2,3,0.0
55,rho,1,1,-0.0
55,rho,1,2,14.829322966766638
55,rho,1,3,0.0
55,rho,2,1,0.0
55,rho,2,2,-0.0
55,rho,2,3,0.0
56,rho,1,1,-0.0
56,rho,1,2,15.028406893070917
56,rho,1,3,0.0
56,rho,2,1,0.0
56,rho,2,2,-0.0
56,rho,2,3,0.0
57,rho,1,1,-0.0
57,rho,1,2,15.224447874301436
57,rho,1,3,0.0
57,rho,2,1,0.0
57,rho,2,2,-0.0
57,rho,2,3,0.0
58,rho,1,1,-0.0
58,rho,1,2,15.417527904773118
58,rho,1,3,0.0
58,rho,2,1,0.0
58,rho,2,2,-0.0
58,rho,2,3,0.0
59,rho,1,1,-0.0
59,rho,1,2,15.607717271406997
59,rho,1,3,0.0
59,rho,2,1,0.0
59,rho,2,2,-0.0
59,rho,2,3,0.0
60,rho,1,1,-0.0
60,rho,1,2,15.795071834017765
60,rho,1,3,0.0
60,rho,2,1,0.0
60,rho,2,2,-0.0
60,rho,2,3,0.0
61,rho,1,1,-0.0
61,rho,1,2,15.979634012262071
61,rho,1,3,0.0
61,rho,2,1,0.0
61,rho,2,2,-0.0
61,rho,2,3,0.0
62,rho,1,1,-0.0
62,rho,1,2,16.161436321345196
62,rho,1,3,0.0
62,rho,2,1,0.0
62,rho,2,2,-0.0
62,rho,2,3,0.0
63,rho,1,1,-0.0
63,rho,1,2,16.34050603658735
63,rho,1,3,0.0
63,rho,2,1,0.0
63,rho,2,2,-0.0
63,rho,2,3,0.0
64,rho,1,1,-0.0
64,rho,1,2,16.516869677662196
64,rho,1,3,0.0
64,rho,2,1,0.0
64,rho,2,2,-0.0
64,rho,2,3,0.0
65,rho,1,1,-0.0
65,rho,1,2,16.690556377246818
65,rho,1,3,0.0
65,rho,2,1,0.0
65,rho,2,2,-0.0
65,rho,2,3,0.0
66,rho,1,1,-0.0
66,rho,1,2,16.8615996804949
66,rho,1,3,0.0
66,rho,2,1,0.0
66,rho,2,2,-0.0
66,rho,2,3,0.0
67,rho,1,1,-0.0
67,rho,1,2,17.030037782176336
67,rho,1,3,0.0
67,rho,2,1,0.0
67,rho,2,2,-0.0
67,rho,2,3,0.0
68,rho,1,1,-0.0
68,rho,1,2,17.195912549070332
68,rho,1,3,0.0
68,rho,2,1,0.0
68,rho,2,2,-0.0
68,rho,2,3,0.0
69,rho,1,1,-0.0
69,rho,1,2,17.359267853671053
69,rho,1,3,0.0
69,rho,2,1,0.0
69,rho,2,2,-0.0
69,rho,2,3,0.0
70,rho,1,1,-0.0
70,rho,1,2,17.520147762462233
70,rho,1,3,0.0
70,rho,2,1,0.0
70,rho,2,2,-0.0
70,rho,2,3,0.0
71,rho,1,1,-0.0
71,rho,1,2,17.678595015594677
71,rho,1,3,0.0
71,rho,2,1,0.0
71,rho,2,2,-0.0
71,rho,2,3,0.0
72,rho,1,1,-0.0
72,rho,1,2,17.834650059851167
72,rho,1,3,0.0
72,rho,2,1,0.0
72,rho,2,2,-0.0
72,rho,2,3,0.0
73,rho,1,1,-0.0
73,rho,1,2,17.98835070835596
73,rho,1,3,0.0
73,rho,2,1,0.0
73,rho,2,2,-0.0
73,rho,2,3,0.0
74,rho,1,1,-0.0
74,rho,1,2,18.139732344350318
74,rho,1,3,0.0
74,rho,2,1,0.0
74,rho,2,2,-0.0
74,rho,2,3,0.0
75,rho,1,1,-0.0
75,rho,1,2,18.288828487711946
75,rho,1,3,0.0
75,rho,2,1,0.0
75,rho,2,2,-0.0
75,rho,2,3,0.0
76,rho,1,1,-0.0
76,rho,1,2,18.43567150938365
76,rho,1,3,0.0
76,rho,2,1,0.0
76,rho,2,2,-0.0
76,rho,2,3,0.0
77,rho,1,1,-0.0
77,rho,1,2,18.58029330131224
77,rho,1,3,0.0
77,rho,2,1,0.0
77,rho,2,2,-0.0
77,rho,2,3,0.0
78,rho,1,1,-0.0
78,rho,1,2,18.72272576727641
78,rho,1,3,0.0
78,rho,2,1,0.0
78,rho,2,2,-0.0
78,rho,2,3,0.0
79,rho,1,1,-0.0
79,rho,1,2,18.863001074866812
79,rho,1,3,0.0
79,rho,2,1,0.0
79,rho,2,2,-0.0
79,rho,2,3,0.0
80,rho,1,1,-0.0
80,rho,1,2,19.001151675274777
80,rho,1,3,0.0
80,rho,2,1,0.0
80,rho,2,2,-0.0
80,rho,2,3,0.0
81,rho,1,1,-0.0
81,rho,1,2,19.137210147200815
81,rho,1,3,0.0
81,rho,2,1,0.0
81,rho,2,2,-0.0
81,rho,2,3,0.0
82,rho,1,1,-0.0
82,rho,1,2,19.271208946266494
82,rho,1,3,0.0
82,rho,2,1,0.0
82,rho,2,2,-0.0
82,rho,2,3,0.0
83,rho,1,1,-0.0
83,rho,1,2,19.403180139648832
83,rho,1,3,0.0
83,rho,2,1,0.0
83,rho,2,2,-0.0
83,rho,2,3,0.0
84,rho,1,1,-0.0
84,rho,1,2,19.533155190375926
84,rho,1,3,0.0
84,rho,2,1,0.0
84,rho,2,2,-0.0
84,rho,2,3,0.0
85,rho,1,1,-0.0
85,rho,1,2,19.661164827034316
85,rho,1,3,0.0
85,rho,2,1,0.0
85,rho,2,2,-0.0
85,rho,2,3,0.0
86,rho,1,1,-0.0
86,rho,1,2,19.78723900769033
86,rho,1,3,0.0
86,rho,2,1,0.0
86,rho,2,2,-0.0
86,rho,2,3,0.0
87,rho,1,1,-0.0
87,rho,1,2,19.911406963254453
87,rho,1,3,0.0
87,rho,2,1,0.0
87,rho,2,2,-0.0
87,rho,2,3,0.0
88,rho,1,1,-0.0
88,rho,1,2,20.033697292207147
88,rho,1,3,0.0
88,rho,2,1,0.0
88,rho,2,2,-0.0
88,rho,2,3,0.0
89,rho,1,1,-0.0
89,rho,1,2,20.1541380742305
89,rho,1,3,0.0
89,rho,2,1,0.0
89,rho,2,2,-0.0
89,rho,2,3,0.0
90,rho,1,1,-0.0
90,rho,1,2,20.27275697446173
90,rho,1,3,0.0
90,rho,2,1,0.0
90,rho,2,2,-0.0
90,rho,2,3,0.0
91,rho,1,1,-0.0
91,rho,1,2,20.38958131928878
91,rho,1,3,0.0
91,rho,2,1,0.0
91,rho,2,2,-0.0
91,rho,2,3,0.0
92,rho,1,1,-0.0
92,rho,1,2,20.50463813569849
92,rho,1,3,0.0
92,rho,2,1,0.0
92,rho,2,2,-0.0
92,rho,2,3,0.0
93,rho,1,1,-0.0
93,rho,1,2,20.617954156177767
93,rho,1,3,0.0
93,rho,2,1,0.0
93,rho,2,2,-0.0
93,rho,2,3,0.0
94,rho,1,1,-0.0
94,rho,1,2,20.729555798271257
94,rho,1,3,0.0
94,rho,2,1,0.0
94,rho,2,2,-0.0
94,rho,2,3,0.0
95,rho,1,1,-0.0
95,rho,1,2,20.839469131024483
95,rho,1,3,0.0
95,rho,2,1,0.0
95,rho,2,2,-0.0
95,rho,2,3,0.0
96,rho,1,1,-0.0
96,rho,1,2,20.947719840338856
96,rho,1,3,0.0
96,rho,2,1,0.0
96,rho,2,2,-0.0
96,rho,2,3,0.0
97,rho,1,1,-0.0
97,rho,1,2,21.054333202465262
97,rho,1,3,0.0
97,rho,2,1,0.0
