iteration,generator,timestep,generation
379,pv,2,79.99999999999946
380,pv,1,76.24869098454063
380,pv,2,79.99999999999945
381,pv,1,76.2180377432086
381,pv,2,79.9999999999994
382,pv,1,76.07562561878234
382,pv,2,79.99999999999895
383,pv,1,75.85045974380886
383,pv,2,80.0
384,pv,1,75.58317149288013
384,pv,2,79.99999999999999
385,pv,1,75.30075346309084
385,pv,2,79.99999999999969
386,pv,1,75.02043204587683
386,pv,2,79.9999999999998
387,pv,1,74.74552897388736
387,pv,2,79.99999999999999
388,pv,1,79.99999999998228
388,pv,2,79.99999999999619
389,pv,1,79.99999999999523
389,pv,2,79.99999999999922
390,pv,1,79.99999999999959
390,pv,2,79.99999999999983
391,pv,1,79.99999999999064
391,pv,2,79.99999999999652
392,pv,1,79.999999999969
392,pv,2,79.99999999999754
393,pv,1,78.75696363142718
393,pv,2,79.9999999999975
394,pv,1,77.3163707236401
394,pv,2,79.99999999999997
395,pv,1,77.16086013867981
395,pv,2,79.99999999999963
396,pv,1,78.06557934550094
396,pv,2,80.0
397,pv,1,79.9999999999995
397,pv,2,79.99999999999994
398,pv,1,79.9999999999341
398,pv,2,79.99999999999461
399,pv,1,77.80245900259747
399,pv,2,80.0
400,pv,1,75.19322192748844
400,pv,2,79.99999999999946
401,pv,1,73.57758309450168
401,pv,2,79.99999999999912
402,pv,1,72.94299819551064
402,pv,2,79.99999999999986
403,pv,1,77.47490909032861
403,pv,2,79.99999999999993
404,pv,1,78.727737439607
404,pv,2,80.0
405,pv,1,78.91773293498308
405,pv,2,79.99999999999999
406,pv,1,79.33941688438222
406,pv,2,79.99999999999997
407,pv,1,79.9999999986665
407,pv,2,79.99999999999946
408,pv,1,79.99999999999977
408,pv,2,79.99999999999997
409,pv,1,79.99999999999952
409,pv,2,79.99999999999999
410,pv,1,79.69069809052179
410,pv,2,79.99999999999999
411,pv,1,78.35437107909233
411,pv,2,79.99999999999999
412,pv,1,77.40458651086306
412,pv,2,79.9999999999998
413,pv,1,77.07229140411081
413,pv,2,79.99999999999912
414,pv,1,77.13363623942219
414,pv,2,79.99999999999875
415,pv,1,77.32332492428921
415,pv,2,79.99999999999899
416,pv,1,77.48508903186787
416,pv,2,79.99999999999929
417,pv,1,77.5726859863887
417,pv,2,79.99999999999945
418,pv,1,77.60042822939376
418,pv,2,79.99999999999949
419,pv,1,77.59840254549815
419,pv,2,79.9999999999995
420,pv,1,77.58931600153157
420,pv,2,79.99999999999949
421,pv,1,77.5833431443738
421,pv,2,79.99999999999947
422,pv,1,77.58173319432464
422,pv,2,79.99999999999946
423,pv,1,77.58200941763292
423,pv,2,79.99999999999946
424,pv,1,77.58148132423703
424,pv,2,79.99999999999947
425,pv,1,77.57862222530534
425,pv,2,79.99999999999947
426,pv,1,77.57307893717994
426,pv,2,79.99999999999949
427,pv,1,77.56518343908196
427,pv,2,79.99999999999949
428,pv,1,77.55549495146144
428,pv,2,79.99999999999949
429,pv,1,77.54454847856907
429,pv,2,79.9999999999995
430,pv,1,77.53278286198643
430,pv,2,79.9999999999995
431,pv,1,77.52056041038607
431,pv,2,79.99999999999952
